id,user_id,tag,title,body,upvotes,downvotes,created_at,answers_count,is_answered
76922245,483341,sql,SQL less/greater comparison between booleans produces unexpected results,"<p>Why do most(all?) SQL Databases give:</p>
<pre><code>SELECT FALSE &lt; FALSE;      -- FALSE / 0   Ok
SELECT TRUE &lt; FALSE;       -- FALSE / 0   Ok

SELECT NOT(FALSE) &lt; FALSE; -- TRUE / 1    What?
SELECT NOT(TRUE) &lt; FALSE;  -- TRUE / 1    What??
</code></pre>
<p>And just do double check:</p>
<pre><code>SELECT NOT(TRUE) = FALSE;  -- TRUE / 1    Ok
SELECT NOT(FALSE) = TRUE;  -- TRUE / 1    Ok
</code></pre>
<p>In Postgres, I can also check:</p>
<pre><code>SELECT pg_typeof(TRUE), pg_typeof(NOT(FALSE));
  -- boolean | boolean
</code></pre>
<p>I've tried this with PostgreSQL, SQLite3 and MariaDB, and all agree on the same unexpected result.<br />
<strong>What am I missing?</strong></p>
",,,2023-08-17T13:59:45+00:00,3,True
76922245,483341,mysql,SQL less/greater comparison between booleans produces unexpected results,"<p>Why do most(all?) SQL Databases give:</p>
<pre><code>SELECT FALSE &lt; FALSE;      -- FALSE / 0   Ok
SELECT TRUE &lt; FALSE;       -- FALSE / 0   Ok

SELECT NOT(FALSE) &lt; FALSE; -- TRUE / 1    What?
SELECT NOT(TRUE) &lt; FALSE;  -- TRUE / 1    What??
</code></pre>
<p>And just do double check:</p>
<pre><code>SELECT NOT(TRUE) = FALSE;  -- TRUE / 1    Ok
SELECT NOT(FALSE) = TRUE;  -- TRUE / 1    Ok
</code></pre>
<p>In Postgres, I can also check:</p>
<pre><code>SELECT pg_typeof(TRUE), pg_typeof(NOT(FALSE));
  -- boolean | boolean
</code></pre>
<p>I've tried this with PostgreSQL, SQLite3 and MariaDB, and all agree on the same unexpected result.<br />
<strong>What am I missing?</strong></p>
",,,2023-08-17T13:59:45+00:00,3,True
76922245,483341,postgresql,SQL less/greater comparison between booleans produces unexpected results,"<p>Why do most(all?) SQL Databases give:</p>
<pre><code>SELECT FALSE &lt; FALSE;      -- FALSE / 0   Ok
SELECT TRUE &lt; FALSE;       -- FALSE / 0   Ok

SELECT NOT(FALSE) &lt; FALSE; -- TRUE / 1    What?
SELECT NOT(TRUE) &lt; FALSE;  -- TRUE / 1    What??
</code></pre>
<p>And just do double check:</p>
<pre><code>SELECT NOT(TRUE) = FALSE;  -- TRUE / 1    Ok
SELECT NOT(FALSE) = TRUE;  -- TRUE / 1    Ok
</code></pre>
<p>In Postgres, I can also check:</p>
<pre><code>SELECT pg_typeof(TRUE), pg_typeof(NOT(FALSE));
  -- boolean | boolean
</code></pre>
<p>I've tried this with PostgreSQL, SQLite3 and MariaDB, and all agree on the same unexpected result.<br />
<strong>What am I missing?</strong></p>
",,,2023-08-17T13:59:45+00:00,3,True
76922245,483341,sqlite,SQL less/greater comparison between booleans produces unexpected results,"<p>Why do most(all?) SQL Databases give:</p>
<pre><code>SELECT FALSE &lt; FALSE;      -- FALSE / 0   Ok
SELECT TRUE &lt; FALSE;       -- FALSE / 0   Ok

SELECT NOT(FALSE) &lt; FALSE; -- TRUE / 1    What?
SELECT NOT(TRUE) &lt; FALSE;  -- TRUE / 1    What??
</code></pre>
<p>And just do double check:</p>
<pre><code>SELECT NOT(TRUE) = FALSE;  -- TRUE / 1    Ok
SELECT NOT(FALSE) = TRUE;  -- TRUE / 1    Ok
</code></pre>
<p>In Postgres, I can also check:</p>
<pre><code>SELECT pg_typeof(TRUE), pg_typeof(NOT(FALSE));
  -- boolean | boolean
</code></pre>
<p>I've tried this with PostgreSQL, SQLite3 and MariaDB, and all agree on the same unexpected result.<br />
<strong>What am I missing?</strong></p>
",,,2023-08-17T13:59:45+00:00,3,True
73548465,991710,mysql,Exists on a distinct column selection does not work as expected when offset is provided,"<p>Given the following table definition:</p>
<pre class=""lang-sql prettyprint-override""><code>CREATE TABLE demo (
   id integer PRIMARY KEY,
   name varchar(10)
);

INSERT INTO demo VALUES (1, 'test');
INSERT INTO demo VALUES (2, 'test');
</code></pre>
<p>The following queries (which are assumed to be semantically identical - please correct me if I'm wrong):</p>
<pre class=""lang-sql prettyprint-override""><code>SELECT DISTINCT name
FROM demo
WHERE name = 'test';

SELECT DISTINCT name
FROM demo
WHERE name = 'test'
-- actual value is irrelevant as long
-- as it is &gt; number of entries that would result
LIMIT 10
OFFSET 0;
</code></pre>
<p>Both correctly return:</p>
<pre class=""lang-sql prettyprint-override""><code>name
----
test
</code></pre>
<p>In addition, the query:</p>
<pre class=""lang-sql prettyprint-override""><code>SELECT EXISTS(
    SELECT DISTINCT name
    FROM demo
    WHERE name = 'test'
    LIMIT 10
    OFFSET 0
);
</code></pre>
<p>also correctly returns <code>1</code> (or <code>t</code> in PostgreSQL). <em>However</em>, the query:</p>
<pre class=""lang-sql prettyprint-override""><code>SELECT EXISTS(
    SELECT DISTINCT name
    FROM demo
    WHERE name = 'test'
    LIMIT 10
    OFFSET 1 -- note the offset: 1 more than what the DISTINCTed query should return
);
</code></pre>
<p><em>also</em> returns <code>1</code> in SQLite and MySQL, but <code>f</code> in PostgreSQL. It seems as if the <code>OFFSET</code> is applied to the query result in PostgreSQL (as expected), but the <code>DISTINCT</code> has precedence in SQLite and MySQL.</p>
<p>AFAIK, the SQL standard defines <code>LIMIT/OFFSET</code> to be evaluated last (though I couldn't actually <em>find</em> a link to the standard to verify this myself, though every search turns up the same...), meaning that the PostgreSQL behaviour is correct.</p>
<p>Is this a bug that has been fixed in PostgreSQL?</p>
<p>Tested on:</p>
<ul>
<li>SQLite 3.36.0</li>
<li>MySQL 8.0.28-0ubuntu0.20.04.3</li>
<li>PostgreSQL 14.2 (Debian 14.2-1.pgdg110+1) on x86_64-pc-linux-gnu, compiled by gcc (Debian 10.2.1-6) 10.2.1 20210110, 64-bit</li>
</ul>
<p>Interestingly, using <code>GROUP BY</code> instead of <code>DISTINCT</code> like follows:</p>
<pre><code>SELECT EXISTS(
    SELECT name
    FROM demo
    WHERE name = 'test'
    GROUP BY name
    LIMIT 10
    OFFSET 1
);
</code></pre>
<p>correctly returns <code>0</code> on SQLite, but it still returns an incorrect result of <code>1</code> on MySQL.</p>
",,,2022-08-30T21:06:52+00:00,1,True
73548465,991710,sql,Exists on a distinct column selection does not work as expected when offset is provided,"<p>Given the following table definition:</p>
<pre class=""lang-sql prettyprint-override""><code>CREATE TABLE demo (
   id integer PRIMARY KEY,
   name varchar(10)
);

INSERT INTO demo VALUES (1, 'test');
INSERT INTO demo VALUES (2, 'test');
</code></pre>
<p>The following queries (which are assumed to be semantically identical - please correct me if I'm wrong):</p>
<pre class=""lang-sql prettyprint-override""><code>SELECT DISTINCT name
FROM demo
WHERE name = 'test';

SELECT DISTINCT name
FROM demo
WHERE name = 'test'
-- actual value is irrelevant as long
-- as it is &gt; number of entries that would result
LIMIT 10
OFFSET 0;
</code></pre>
<p>Both correctly return:</p>
<pre class=""lang-sql prettyprint-override""><code>name
----
test
</code></pre>
<p>In addition, the query:</p>
<pre class=""lang-sql prettyprint-override""><code>SELECT EXISTS(
    SELECT DISTINCT name
    FROM demo
    WHERE name = 'test'
    LIMIT 10
    OFFSET 0
);
</code></pre>
<p>also correctly returns <code>1</code> (or <code>t</code> in PostgreSQL). <em>However</em>, the query:</p>
<pre class=""lang-sql prettyprint-override""><code>SELECT EXISTS(
    SELECT DISTINCT name
    FROM demo
    WHERE name = 'test'
    LIMIT 10
    OFFSET 1 -- note the offset: 1 more than what the DISTINCTed query should return
);
</code></pre>
<p><em>also</em> returns <code>1</code> in SQLite and MySQL, but <code>f</code> in PostgreSQL. It seems as if the <code>OFFSET</code> is applied to the query result in PostgreSQL (as expected), but the <code>DISTINCT</code> has precedence in SQLite and MySQL.</p>
<p>AFAIK, the SQL standard defines <code>LIMIT/OFFSET</code> to be evaluated last (though I couldn't actually <em>find</em> a link to the standard to verify this myself, though every search turns up the same...), meaning that the PostgreSQL behaviour is correct.</p>
<p>Is this a bug that has been fixed in PostgreSQL?</p>
<p>Tested on:</p>
<ul>
<li>SQLite 3.36.0</li>
<li>MySQL 8.0.28-0ubuntu0.20.04.3</li>
<li>PostgreSQL 14.2 (Debian 14.2-1.pgdg110+1) on x86_64-pc-linux-gnu, compiled by gcc (Debian 10.2.1-6) 10.2.1 20210110, 64-bit</li>
</ul>
<p>Interestingly, using <code>GROUP BY</code> instead of <code>DISTINCT</code> like follows:</p>
<pre><code>SELECT EXISTS(
    SELECT name
    FROM demo
    WHERE name = 'test'
    GROUP BY name
    LIMIT 10
    OFFSET 1
);
</code></pre>
<p>correctly returns <code>0</code> on SQLite, but it still returns an incorrect result of <code>1</code> on MySQL.</p>
",,,2022-08-30T21:06:52+00:00,1,True
73548465,991710,postgresql,Exists on a distinct column selection does not work as expected when offset is provided,"<p>Given the following table definition:</p>
<pre class=""lang-sql prettyprint-override""><code>CREATE TABLE demo (
   id integer PRIMARY KEY,
   name varchar(10)
);

INSERT INTO demo VALUES (1, 'test');
INSERT INTO demo VALUES (2, 'test');
</code></pre>
<p>The following queries (which are assumed to be semantically identical - please correct me if I'm wrong):</p>
<pre class=""lang-sql prettyprint-override""><code>SELECT DISTINCT name
FROM demo
WHERE name = 'test';

SELECT DISTINCT name
FROM demo
WHERE name = 'test'
-- actual value is irrelevant as long
-- as it is &gt; number of entries that would result
LIMIT 10
OFFSET 0;
</code></pre>
<p>Both correctly return:</p>
<pre class=""lang-sql prettyprint-override""><code>name
----
test
</code></pre>
<p>In addition, the query:</p>
<pre class=""lang-sql prettyprint-override""><code>SELECT EXISTS(
    SELECT DISTINCT name
    FROM demo
    WHERE name = 'test'
    LIMIT 10
    OFFSET 0
);
</code></pre>
<p>also correctly returns <code>1</code> (or <code>t</code> in PostgreSQL). <em>However</em>, the query:</p>
<pre class=""lang-sql prettyprint-override""><code>SELECT EXISTS(
    SELECT DISTINCT name
    FROM demo
    WHERE name = 'test'
    LIMIT 10
    OFFSET 1 -- note the offset: 1 more than what the DISTINCTed query should return
);
</code></pre>
<p><em>also</em> returns <code>1</code> in SQLite and MySQL, but <code>f</code> in PostgreSQL. It seems as if the <code>OFFSET</code> is applied to the query result in PostgreSQL (as expected), but the <code>DISTINCT</code> has precedence in SQLite and MySQL.</p>
<p>AFAIK, the SQL standard defines <code>LIMIT/OFFSET</code> to be evaluated last (though I couldn't actually <em>find</em> a link to the standard to verify this myself, though every search turns up the same...), meaning that the PostgreSQL behaviour is correct.</p>
<p>Is this a bug that has been fixed in PostgreSQL?</p>
<p>Tested on:</p>
<ul>
<li>SQLite 3.36.0</li>
<li>MySQL 8.0.28-0ubuntu0.20.04.3</li>
<li>PostgreSQL 14.2 (Debian 14.2-1.pgdg110+1) on x86_64-pc-linux-gnu, compiled by gcc (Debian 10.2.1-6) 10.2.1 20210110, 64-bit</li>
</ul>
<p>Interestingly, using <code>GROUP BY</code> instead of <code>DISTINCT</code> like follows:</p>
<pre><code>SELECT EXISTS(
    SELECT name
    FROM demo
    WHERE name = 'test'
    GROUP BY name
    LIMIT 10
    OFFSET 1
);
</code></pre>
<p>correctly returns <code>0</code> on SQLite, but it still returns an incorrect result of <code>1</code> on MySQL.</p>
",,,2022-08-30T21:06:52+00:00,1,True
73548465,991710,sqlite,Exists on a distinct column selection does not work as expected when offset is provided,"<p>Given the following table definition:</p>
<pre class=""lang-sql prettyprint-override""><code>CREATE TABLE demo (
   id integer PRIMARY KEY,
   name varchar(10)
);

INSERT INTO demo VALUES (1, 'test');
INSERT INTO demo VALUES (2, 'test');
</code></pre>
<p>The following queries (which are assumed to be semantically identical - please correct me if I'm wrong):</p>
<pre class=""lang-sql prettyprint-override""><code>SELECT DISTINCT name
FROM demo
WHERE name = 'test';

SELECT DISTINCT name
FROM demo
WHERE name = 'test'
-- actual value is irrelevant as long
-- as it is &gt; number of entries that would result
LIMIT 10
OFFSET 0;
</code></pre>
<p>Both correctly return:</p>
<pre class=""lang-sql prettyprint-override""><code>name
----
test
</code></pre>
<p>In addition, the query:</p>
<pre class=""lang-sql prettyprint-override""><code>SELECT EXISTS(
    SELECT DISTINCT name
    FROM demo
    WHERE name = 'test'
    LIMIT 10
    OFFSET 0
);
</code></pre>
<p>also correctly returns <code>1</code> (or <code>t</code> in PostgreSQL). <em>However</em>, the query:</p>
<pre class=""lang-sql prettyprint-override""><code>SELECT EXISTS(
    SELECT DISTINCT name
    FROM demo
    WHERE name = 'test'
    LIMIT 10
    OFFSET 1 -- note the offset: 1 more than what the DISTINCTed query should return
);
</code></pre>
<p><em>also</em> returns <code>1</code> in SQLite and MySQL, but <code>f</code> in PostgreSQL. It seems as if the <code>OFFSET</code> is applied to the query result in PostgreSQL (as expected), but the <code>DISTINCT</code> has precedence in SQLite and MySQL.</p>
<p>AFAIK, the SQL standard defines <code>LIMIT/OFFSET</code> to be evaluated last (though I couldn't actually <em>find</em> a link to the standard to verify this myself, though every search turns up the same...), meaning that the PostgreSQL behaviour is correct.</p>
<p>Is this a bug that has been fixed in PostgreSQL?</p>
<p>Tested on:</p>
<ul>
<li>SQLite 3.36.0</li>
<li>MySQL 8.0.28-0ubuntu0.20.04.3</li>
<li>PostgreSQL 14.2 (Debian 14.2-1.pgdg110+1) on x86_64-pc-linux-gnu, compiled by gcc (Debian 10.2.1-6) 10.2.1 20210110, 64-bit</li>
</ul>
<p>Interestingly, using <code>GROUP BY</code> instead of <code>DISTINCT</code> like follows:</p>
<pre><code>SELECT EXISTS(
    SELECT name
    FROM demo
    WHERE name = 'test'
    GROUP BY name
    LIMIT 10
    OFFSET 1
);
</code></pre>
<p>correctly returns <code>0</code> on SQLite, but it still returns an incorrect result of <code>1</code> on MySQL.</p>
",,,2022-08-30T21:06:52+00:00,1,True
67115768,7442677,mysql,Get tables name with the same query in Postgres-MySql-SQLite,"<p>i'm working on a school project and i'm building a little server in NodeJS for our project, one of my tasks is to find a way to get the tables name of all &quot;user&quot;tables in the selected Database.
Since i need to connect to different SQL databases, MySQL - PostgreSQL - SQLite, i was looking to get the same result by exectuing the same query, i'll explain my self.
I've start working on MySQL and i've &quot;found&quot; this query:</p>
<pre><code>`SELECT table_name FROM information_schema.tables WHERE table_schema ='${config.DB_Name}'`
</code></pre>
<p>And it correctly return all the table name from the selected database. After that i moved to work with PostgreSQL and that query (succesfully run) returns 0 result.
So i've start looking for another query that can return the same result in Postgres, and i found this:</p>
<pre><code>    SELECT table_name
  FROM information_schema.tables
 WHERE table_schema='public'
   AND table_type='BASE TABLE';
</code></pre>
<p>I was wondering, is there any Query which, run on MySQL-PostgreSQL-SQLite, give me the same kind of result?</p>
",,,2021-04-15T20:40:53+00:00,1,False
67115768,7442677,sql,Get tables name with the same query in Postgres-MySql-SQLite,"<p>i'm working on a school project and i'm building a little server in NodeJS for our project, one of my tasks is to find a way to get the tables name of all &quot;user&quot;tables in the selected Database.
Since i need to connect to different SQL databases, MySQL - PostgreSQL - SQLite, i was looking to get the same result by exectuing the same query, i'll explain my self.
I've start working on MySQL and i've &quot;found&quot; this query:</p>
<pre><code>`SELECT table_name FROM information_schema.tables WHERE table_schema ='${config.DB_Name}'`
</code></pre>
<p>And it correctly return all the table name from the selected database. After that i moved to work with PostgreSQL and that query (succesfully run) returns 0 result.
So i've start looking for another query that can return the same result in Postgres, and i found this:</p>
<pre><code>    SELECT table_name
  FROM information_schema.tables
 WHERE table_schema='public'
   AND table_type='BASE TABLE';
</code></pre>
<p>I was wondering, is there any Query which, run on MySQL-PostgreSQL-SQLite, give me the same kind of result?</p>
",,,2021-04-15T20:40:53+00:00,1,False
